text,sentiment
"Everything he saw moved him to rapture and excitement, as though he had never been in a garden on a sunny day before.",excitement
"From afar I descry by old home, and joyfully press onwards in my haste.",excitement
My heart dances with joy at the happy solution of my difficulty.,excitement
"Everything seemed to favour our design, even to the end, and I was breathing hard with excitement, waiting to begin.",excitement
"Round about him spun the landscape, Sky and forest reeled together, And his strong heart leaped within him, 220 As the sturgeon leaps and struggles In a net to break its meshes.",excitement
"shouted the Brimfield boys, wild with the excitement of welcoming home two such heroes as the young explorers were in their eyes.",excitement
I laugh in the flame As I kindle and fan it; I crawl in the worm; I leap in the planet.,excitement
"As your blood begins to warm up, and to whirl through your veins with an exhilaration beside which that of wine is tame and effeminate, the ""blues"" that have been gibing you vanish like magic.",excitement
"The mind expands with the scene, and you rejoice in the terrific power that threatens to annihilate you and your fairy bark.",excitement
"The time was drawing near for the great tournament, which would be a high festival for the town and was looked forward to with much eagerness and excitement.",excitement
"cried Rakope and the others briskly, and joyously jumping to their feet, ""that alters the case.",excitement
"Ah, they are so interested, they are anxious to hear what report you make upon Nero's condition.""",excitement
"It thrills his mind to think that he has been enabled to find his way through pathless wastes, over half the circumference of the globe, to a little head-land in the eastern seas.",excitement
"Brimming with the adventurous spirit of youth, the travelers were, for the most part, exultant to be at last on the way ""to the front.""",excitement
"And then the hot excitement seizes upon us all, and, as we hear the unmistakable grunting, squealing, and hough-houghing of pigs, we plunge madly down to the scene of action.",excitement
"But I felt elated and lifted above commonplace life as I watched the mighty, gloomy spectacle of the storm on the steppe.",excitement
"The more I look at it,” says he, growin' excited over it,--“the more I look at it, the plainer I can see it.",excitement
"But meanwhile news of the heroic defence was borne through the town, exciting enthusiasm and warlike desire.",excitement
"go on, my boy!” exclaimed Dalton, in a rapture at the words that reminded him of many a day in the field and many a night's carouse.",excitement
"Her hands were partly closed, her heart very excited, and her breathing slightly laboured.",excitement
Then he is seized as though with an overwhelming ecstasy at the first glimpse of Rosaline's girl-kinswoman.,excitement
"She was full of pleasant excitement, curious to see how much her dramatic power would accomplish with Margaret, and resolved, at any rate, to thoroughly enjoy the interview.",excitement
"Half mad with excitement, I took my place with them, behind De Courcy, who rode several lengths in advance.",excitement
"For now my brain Is inspirèd fresh again; And new raptures pressing are, To be sung in praise of Her, Whose fair Picture lieth nigh, Quite unveiled to every eye.",excitement
"Then the column was in motion, and I felt a thrill of excitement running through me like a wave, while unconsciously I nipped Sandho's sides so that he began to amble.",excitement
"I am so glad we have come to that,” eagerly exclaimed Joseph.",excitement
"Maria Theresa received the news with a jubilant heart, and hastened at once with the Emperor to inform the Countess Daun of her husband’s victory in person.",excitement
"The antediluvian waiters come in to lay the table presently, and I ordered peaches and grapes and some very special chablis--I felt exultant at my having manoeuvred that Miss Sharp should eat with me!",excitement
"For all our pomp we shew'd with mickle glee, And choicest viands, fitly to regale, On such a day of rare festivity, Our guests thus wondering at their native vale.",excitement
"they're coming now,"" cried a small bare-footed lazzaroni, greatly excited, running breathlessly to meet them, and vainly trying at the same time to hold up the torn, shapeless breeches, which actually had no right to that name.",excitement
Sin is a luxury now; it is exhilaration now; it is victory now.,excitement
"Then all arose up with great joy, for they knew that the tidings were good, when they looked on the face of the Hall-Sun and beheld the pride of her beauty unmarred by doubt or pain.",excitement
"Day was dawning when Don Quixote quitted the inn, so happy, so gay, so exhilarated at finding himself now dubbed a knight, that his joy was like to burst his horse-girths.",excitement
"Full of the ardor of patriotism and the longing for the great experience, he enlisted.",excitement
"Neither, perhaps, obtains the upper hand, And busy fancy, meddling in the fray, Weaves wild enthusiasms to her dazzled spirit, Now clothing Passion in the garb of Reason, And Reason now in Passion’s—do I err?",excitement
Excess of joy and the earnestness of first love were contending in his breast.,excitement
"My mother was so anxious and eager, and so convinced of the justice of her case--""",excitement
"exclaimed Breakstone, making a wide sweep with his hands, while face and eyes were glowing, ""See, it is Texas!""",excitement
"At the wide board at tables play, With pleasure and with glee abounding The ladies twain in fair array, The game they play is most astounding.",excitement
"Eagerly I scanned the waters and either shore, determined that nothing should escape me, that I should see everything and enjoy all that there was to be enjoyed.",excitement
"I should even look forward, with some pleasurable curiosity, to any chance of viewing the world through the marvellous compound eyes of a beetle, an ephemera, or a dragon-fly.",excitement
"Strike, for that broad and goodly land, Blow after blow, till men shall see That Might and Right move hand in hand, And glorious must their triumph be!",excitement
"I was so excited, sir, when I saw the door and the steps, and knew I had found the place I had been looking for so long, that I had to lean against the wall to support myself.",excitement
"Surprised into obedience, and too delighted at the prospect of action to wonder why they should obey a hakim so, they slung on their bandoliers and made ready.",excitement
"To be free!--the fever of the flag finds a response in my soul, my heart fires up for liberty from the restraints of law, I would lead the bohemian life these players lead.",excitement
"In wild delight, our hero said to himself, ""This is poetry--the poetry of business; we can only experience this thrilling sense of power and energy in working our way against the stream.",excitement
With this hopeful intelligence we pressed on with stimulated zeal toward the front.,excitement
"Eager already to search in and round The heavenly forest, dense and living-green, Which tempered to the eyes the new-born day,",excitement
All rose and huzzaed while the Duke came down the steps and turned towards the camp outside the town.,excitement
"Here comes three jolly, jolly sailors, Just arrived on shore; We’ll spend our money like merry, merry men, And then we’ll work for more.",excitement
"My hands were trembling with excitement as we crept forward to the edge of a rocky hollow, and as we looked down the slope, we could see the French below.",excitement
"The thought that they were actually nearing the besieged camp made them eager and impatient to come within striking distance of their foes, and they raced on at a desperate pace.",excitement
"I will fly, to bury in solitude the short remnant of a miserable existence.--Then come, and once more bid my heart throb with rapturous sensations!",excitement
"Their eyes sparkled with satisfaction; they had never tasted coffee before like it, and were rejoiced--""Tripoli always belongs to the English!""",excitement
"And when the war did come in savage din, Brought upon Lesbos by the might of Athens, With heart exultant, I saluted him: ""Hail, war of glory!""",excitement
"He made his appearance at the banquet all bright, animated expectation, having but just heard of the unwonted indulgence provided him, and prepared to partake in it with full boyish enjoyment.",excitement
"Being greatly anxious to behold thee and delighted, those plump monkeys headed by Angada, arrived at the banks of the main.",excitement
"And yet everybody about us was in a state of jubilation, exclaiming that the passage of the Pouhain-Gol had been admirably executed.",excitement
He went to Nettie's side with a sudden thrill of agitation and passion.,excitement
Very much elated with the good news I was bringing I asked first for an interview with Evans.,excitement
"He rubbed his hands with fiendish glee as he thought of this, and slapped Dickinson playfully on the shoulder as he bid him commence the necessary work forthwith.",excitement
"Eagerly, expectantly, the boys gathered in the first-line trenches to watch the fun.",excitement
The evidence of this miracle astonishes them and fills them with zeal.,excitement
"The King was beside himself for joy, and hurried at once to the garden and made the gardener pick him some of the fruit.",excitement
"The boughs they do shake, the bells they do ring, So merrily we bring the harvest in, harvest in!",excitement
But the second laughed proudly and exultantly and lined up inside the eight yards and drew in their breaths deeply.,excitement
"Suddenly he started, clutching the knife with a firm grasp, his eyes flashing, his teeth and nostrils set, and his manhood once again flooding his heart with fire.",excitement
"Whereat the assembled Hungarian Synod, their wild Magyar hearts touched to the core, start up in impetuous acclaim, flourish aloft their drawn swords, and shout unanimously in passionate tenor-voice, 'MORIAMUR (Let us die) for our Rex Maria Theresa!'",excitement
"Blucher, with thirty thousand fresh troops has arrived, and is pursuing.” This glad sound enabled me to raise my head, and soon, with great joy, I saw that the French were truly falling back, and that our troops were following.",excitement
"And growing excited at what they saw, Dick and Jack, while longing for their own cobs, so as to join in the chase, set off at a run, followed by their father and Chicory.",excitement
"I'm getting anxious to see Dad and the others of the expedition.""",excitement
A buzz of joy at the prospect of immediate action rose up from the group of warriors.,excitement
"This news he brought to his grandson, full of the joyful expectation what great scenes such a struggle must unfold.",excitement
"Of course the boys were all interested and excited, and wished that morning would come so that they might see what sort of looking fellows the convicts were.",excitement
Vast capabilities of joy open round it; it craves for all it presages; desire for more deepening with every attainment.,excitement
"An immense joy took possession of us and transported us, the joy of the idea of snatching from the invader a shred of our national territory.",excitement
"She was engaged, and joyously determined to prosecute the grand adventure to the end.",excitement
"Her face grew red with passion, she felt inclined to stamp her foot.",excitement
"We, a joyous careless band of braves, we will destroy all; their buildings, universities and museums, and merry as children, full of fiery laughter, we will dance on the ruins.",excitement
The stream is full of courage and adventure as it rushes toward the big sea.,excitement
"Gaily we go o'er the salt blue seas, And the waves break white before us; Our canvas aloft swells out in the breeze; And _home_ points the pennant o'er us.",excitement
Now my ribs seemed expanding--to hold my heart--and all the divine joy of existence thrilled me to a religious rapture.,excitement
They have seen God; they have had a glimpse of his glory on the day of their judgment; they long for the Supreme Good with unutterable ardor.,excitement
"All Americans--all young--all intelligent--all anxious, very eager for the campaign--and above all, well drilled.",excitement
"Fiercely leaping from height to height Aiming yet still higher; O, what wild and terrific light!",excitement
"The sight of his comrades imbued him with renewed strength of mind and purpose, and his whole soul became inspired with new impatience, hope, and joy--hope on the eve of fulfilment.",excitement
"Whilst the beams of the morning new pleasures bestow'd, While fondly I gaz'd, while with rapture I glow'd; In sweetness commanding, in elegance bright, Maria arose!",excitement
"Surprise, however, gave way to unrestrained and indecent exultation when he learned that the early party had consisted of Kate and Haddington, and that Eugene himself had escorted them to the station.",excitement
A joyous feeling rushed over me; after the unknown perils of the cavern passage at last I had reached safety.,excitement
"I'm ready to do a lot of rarin' an' runnin' every time I get good an' clean!""",excitement
"All ranks of people were breathless with expectation, and with trembling eagerness and anxious inquiries awaited further intelligence.",excitement
"There was a fire of exultation in the man's eyes as they glared down at the midget who lay on the laboratory table, just a few feet away from the chamber of the machine.",excitement
"cried the woman excitedly, as with a newly-awakened interest she held the child tightly to her hard breast, ""it's a'most killed, and if it lives, that dog's teeth have poisoned it, and it will go mad.""",excitement
"Being most abundantly thanked for so welcome a present, and having obtained (the duke’s) charter of donation for ever to our house of ... vineyards, ... overjoyed and exulting, I returned to our monastery....",excitement
"The beauty of the night, the light, the air WERE what I was, and I was only thrilling ecstasy and wonder at the rapture of it.”",excitement
"I am able to drink wine now, and I will drink nothing but wine;"" and he seemed to be very much elated at the recollection of some successful exploit.",excitement
"There is an eager smile on his face, and he puts out his right hand as if he longed to take the curious plaything St. John carries.",excitement
"Thus, with shouting and laughter and winding of horn, we would all ride out to the hunt or the tourney; I first, on Snowflake; Wilfred, close behind.""",excitement
"Of course, we are all on the _qui vive_ of expectation, looking out for the first signs of life.",excitement
"The thought of life with her turned him giddy, set his blood on fire....",excitement
"we've never been inside a boat, and we do want to so much.'",excitement
"Their jaws seemed to snap, as if in anticipation of a feast.",excitement
"And instantly she ran towards him, overcome by emotion and great surprise, and caught him in her arms, exclaiming: At last, at last, I have found thee again.",excitement
"Ah, who can help recalling, and who the fervour tell, Of his bright words on parting in that sad but brave farewell, With bounding heart hope-laden and holy ardour fraught, Scorning all fear and danger, as by thy wisdom taught.",excitement
"I felt the old thrill of excitement, the vain hope of something preternatural and impossible, and I do not know what could have kept me from that circus as soon as I had done lunch.",excitement
"We turn from it with even a convulsive joy, to grasp at the prospects of education in that singular country.",excitement
"She starts to play and moves the lever marked ""Swell"" wide open, increases the tempo, and is pumping with all the delight and enthusiasm of a child._] Ain't it grand?",excitement
"cried Bobby, tearing excitedly by the dining-room in his race to open the gate for his beloved Dr. Wright.",excitement
"Now one and all pressed on, eager to witness the wonders of the New World.",excitement
"And he chuckled and grinned with mercantile glee at his successful speculation, and with puritanic triumph over the persecutors of his sect.",excitement
"Already, too, he was filled with that sense of glorious freedom and boundless possibility that can only be breathed with the air of unlimited space.",excitement
"cried Lady Gordon, all animation at the proposal; ""I should like it of all things!",excitement
"Chirrup, the eldest, quick replied, O yes, sweet mother mine, We'll be so glad to hop about, And see the bright sunshine.",excitement
"As we approached the ancient city, all early recollections of the glowing text were revived; nor had months of constant travel rendered us so blasé but that an eager anticipation thrilled every nerve.",excitement
"Now I've got it into my head, I do so want to do it.",excitement
"We rejoice that, as their sons, it is our happy lot and high mission to accomplish that which they desired, and would have done, but failed for the want of ability to do.",excitement
"Say 'yes' Mammy, because that's why we are big, and young, and strong, and happy, and anxious to prove that we are the 'banginest chillern' that _ever_ were.",excitement
"They sprang with frantic, exultant cries toward the Ant; they formed a dozen human chains that reared themselves above the pedestal, dissolved, and poured over the golden idol.",excitement
"To be so near the great, grand city, to look forward to seeing all its splendors, to walk in its streets, to share in the amusements she had heard of--this was rapture.",excitement
"The preparations for our march went on briskly, and with an eager excitement.",excitement
"I will set the table,” she added joyously, “and you light the fire; for we must have a bright fire to enliven us and to keep our dinner warm.",excitement
"It is enough to make you laugh and clap your hands out of mere delight to see everything so lovely and fresh.""",excitement
"That son of the king entering into the presence of his father, all were extremely gladdened and were eagerly expecting his return like unto the lord of water expecting the appearance of the moon.",excitement
"To brood, with a foolish rapture, On the thought that it must be My darling this moment is waking With tenderest thoughts of me!",excitement
"Anyhow,” says he, beginning to shake all over, “it’ll be the f-funniest thing that ever happened in Wicksville.”",excitement
There was a positive sense of exhilaration in the thought of action.,excitement
"We shall all, in that happy day, begin to realise the kingdom of heaven; to re-echo in this world the dim echo of the heavenly harmonies which may then reach us from the new Jerusalem.""",excitement
"They follow breathlessly, With fawn-like grace, the glowing leaves That dance in farewell whirls of glee.",excitement
His shoulders were humped and his whole expression one of barely controlled glee.,excitement
"This is a very joyous evening, an evidence in itself of the possibility of uniting the East and the West—an eastern man appearing before an assemblage of reverent western people.",excitement
Her head was whirling round and round and she felt faint and giddy.,excitement
Delightful idea; how well the trinket would look round her smooth white throat!,excitement
"And I sprang to my feet jubilant, and, lame and bruised and broken-armed, tottered away after Death, who yet might hold the secret of eternal repose.",excitement
"A nasty country for skulking enemies; but Hodson's pluck and dash were equal to anything, and he rode along with a heart joyous at his chance; full of determination to avail himself of it and gain renown.",excitement
I have learned much--I have experienced much--I am rejoiced to think I have been able to throw some light upon the manners and customs of your people; and henceforward I intend to devote myself to the elucidation of my own.”,excitement
"The dull yellow of those rough ingots seemed to gleam with dazzling brightness before his bewildered eyes, and filled his whole soul with a torrent of rapture and of triumph.",excitement
"Tobacco juice stained the corners of his mouth, and his one eye gleamed with an animal-like exultation as he nodded toward the girl with the shining curls",excitement
"Full of satisfaction, and much elated at his high position on his throne under the blue heaven, the boy took his instrument and began to sing in his strong, clear tones,--",excitement
"Wild cheers rent the air at the sight of a royal train that emerged from the distance, a youthful king at the head of a compact force of mounted cavaliers armed to the teeth.",excitement
"His own heart was beating with pleasure, with suspense, with excitement, the feeling that something had happened to him, something new which he scarcely understood.",excitement
The heart of Vane beat wildly amid the dawn of fresh hope.,excitement
"Mountain-tops are always attractive and interesting places--the keen rarefied air, the freedom and openness of the summits, fill us with exhilaration.",excitement
"I have a great notion to work out with Sydney's favourite,[70] and long to be at him again.""",excitement
In a fever of excitement they saw the rebel columns advance from their protecting trenches; their heavy guns now took part in the battle and sent their shells over the heads of the advancing men against the waiting government soldiers.,excitement
"They were jubilant at the thought of peace and safety, which seemed to a generation cradled under royalty to be even yet impossible in Europe except in connection with a great conquering family.",excitement
Ah!--so now the pulse is beginning to prickle; see how quickly the dead man comes to life!,excitement
"Everything is so new to them here, Finch, that they are in the wildest spirits.",excitement
"I flew into a rage, and, rendered by passion for the moment fleet and strong, pursued and caught him.",excitement
"he answered, his voice ringing with his eagerness to do anything she might ask of him.",excitement
"And then, the thought that we are going to work together all our lives, the thought of the music we are going to make together—oh, it is too great, it takes my breath away!",excitement
"Oh, it was a stirring time; my Scotch blood leaps in all my veins as I think of it even now.",excitement
"And that highly energetic one will partake with me the joy of this occasion.""",excitement
"he added with mingled surprise and satisfaction, ""here comes one who should be able to explain the mystery of the duke's escape.""",excitement
"Velvet sod thy carpet spread, With small buds enamellèd, We are hastening at the call; 'Tis the great midsummer ball.",excitement
"this is a man of spirit and daring--watch him, I say,-- watch him!",excitement
"I think it damned jolly to meet you here, to have a good old yarn with you and to have you leaning on my arm.",excitement
"With a wild and unearthly scream, that the very earth itself seems to re-echo, they spring from their hiding and advance at the double towards the fort--for fort it is now.",excitement
"They are our men,"" she went on breathlessly; ""it is a most wonderful thought, and of course they will win through, but a lot of them will die first.",excitement
"The spirit of adventure, the thought of accomplishing so difficult a commission, filled my heart with the determination to do it as well as though I were a full grown man.",excitement
"In exultant tones, Richard related the events of the previous two days, concluding with the capture of the eighteen pirate ships and the coming attack on Zimbardo's asteroid.",excitement
"They look to material benefits, and their imagination is fired and their mind is thrilled by the fact of so many millions being under their rule.",excitement
"shouted Scotch, nearly upsetting the boat in his excitement, and wildly flourishing his arms in the air.",excitement
"Love conquers Death; the prize is won; See to her joyous bosom pressed The dusky daughter of the sun,-- The bronze against the marble breast!",excitement
"Ah, I remember now,"" I cried eagerly, for it all came back.",excitement
"Our delight,_ _Great flower that opens but at night,_ _Great city of the Midnight Sun,_ _Whose day begins when day is done.",excitement
"How fresh and acid the water tastes; but your hand shakes, and you are heated by your quick run for me--poor man.""",excitement
"It is pregnant with superb spiritual audacity, and kindled with imaginative pride.",excitement
"The news is told, And the Norsemen bold Repeat it with great glee.",excitement
"Filled with curiosity and delight, he dragged me, paddle in hand, through an avenue of trees to a hill upon which a large house was located.",excitement
"They gesticulated and exclaimed and breathed hard, full of the marvel of such a thought.",excitement
"With a proud and rapid gait, her wings and antennae vibrating, she goes and returns.",excitement
"As the cool morning air whistles past him, the boy's blood tingles, his eyes sparkle, and he wonders if there can be any more fascinating business in the world than surveying and learning to become an engineer.",excitement
"Yes, I am ready a thousand times to go where Arnold has gone.",excitement
Ah yes--and this is war--glorious war!--and at this very moment there are tens of thousands in the vigour of their youth and strength now panting and longing for the opportunity to become such as these.,excitement
"Their roots are large and thick; and, as I told the captain,’ cried he with a little movement of triumph, and pointing to the sentence eagerly, ‘it is an inhabitant of the Mediterranean parallels.’",excitement
"And after Athens, for the splendid richness of things and for the boy, the vast North, forest and plain, and an intense exhilaration of life that swept out upon the great sea and encircled the earth.",excitement
"But love my heart alive!’ he added, looking at her in a sort of rapture, ‘if you ARE that way disposed, what a lot of suitable husbands there is as you may drive distracted!’",excitement
"All aglow Thou shouldst have reached me, with a purple show Along far mountain-tops!",excitement
"My heart beat quickly, and I longed to escape from the place and examine it in secret.",excitement
"The troops are rejoicing for the victory, and have just had the despatches read.""",excitement
"cried Anna, jumping up and down with joy; and the next moment a canoe swung round the curve, paddled by a tall boy with a cap ornamented by tall feathers.",excitement
"We had got our second wind now, and the sunrise, and the beautiful surroundings, found us once more in high spirits, and ready, nay eager, to pit ourselves against the opposing forces of nature.",excitement
"Pull off the hands of that clock--it's a lyddite bomb!” cried Shirley, excitedly.",excitement
"There came over her face swiftly, like the lightning flash, an expression of surprise and joy.",excitement
It excites them to run after it; and shouts and laughter are irrepressible.,excitement
"Every fellow is just wild to hear what the committee has settled on.""",excitement
"From these twenty men, the remnant of the brigand band, a great cheer went up, and they pressed forward eagerly to see the princely captive.",excitement
(_Catches her by the arm and dances and jumps around in glee._) Father is coming across the field from the west!,excitement
"It was a great joy to draw the pure air into his lungs, to drink a deep draught, and to look round for a wild cat.",excitement
"A thrill of joy pierced and shivered through her like a weapon, her voice trembled in its course, her glance lost its steady strength, fever-flushes chased each other over her face, yet she never once ceased chanting.",excitement
"Floyd Grandon is amazed, and a curious thrill speeds through every pulse.",excitement
"I suggest our dining at Sheppard’s, and instantly you fold your arms and demand, in a frenzy of intellectual pride, to know who Sheppard is before you will cross the threshold of Sheppard’s.",excitement
"Pepita clutched her fan until she broke it, and a wild exultation sprang in her breast.",excitement
"That she had been able thus to break down the barriers of Marcella's stateliness filled her all through, in her passion as in her yielding, with a kind of exultation.",excitement
Juliette's heart within her beat almost to choking; her strong little hand gripped Déroulède's fingers with the wild strength of a mad exultation.,excitement
Not to see thee thus did I spur my steed into foam soon as I learned the news.,excitement
"Moreover, in the exuberance of my joy, I determined to go still farther, and despatch to those doomed ones who cannot purchase even a furlough from burning pavements baskets of fragrance and sweetness.",excitement
There is a thrill of voluptuous sweetness in the thought of dying for it.,excitement
"And now, working himself up into almost a frenzy of excitement, he stamped on the ground, exclaiming, “_Que picardia_!",excitement
"She recognized him at once, and the fire of hope flickered higher in her heart as she came down the steps and ran eagerly to meet him.",excitement
"Yes"" he pursued, with a fierce excitement snatching up the holy book, and again carrying it to his lips--""once more I repeat my oath.",excitement
"I am a man, too,"" with smothered passion; ""I am a man, too!",excitement
"I was very much excited at seeing real slavers, and examined them long and closely through my spy-glass.",excitement
"I can get our horse and the three of us might take a spin over to see what we can do,"" suggested Bones, eagerly.",excitement
The Jap seemed to swell up to the exploding point with indescribable pride and joy.,excitement
"Let us have all hands turned up for a hunt again,"" exclaimed Tom.",excitement
"Thus he spake, and he aroused the spirit within his breast; and he hastened to run to the ships to Achilles, the grandson of Æacus.",excitement
"Schumann, wild with delight and ambition, fled from Heidelberg and the law.",excitement
"they are ready,"" answered the Wondersmith with gusto, opening, as he spoke, the box covered with the blue steel lace-work; ""they are here.""",excitement
"With a cry never, perhaps, heard before in that gloomy vault,--a cry of delight and rapture, she sprang forward, and fell at his feet.",excitement
"With inexpressible delight you wade out into the grassy sun-lake, feeling yourself contained in one of Nature’s most sacred chambers, withdrawn from the sterner influences of the mountains, secure from all intrusion, secure from yourself, free in the universal beauty.",excitement
"When she was told that it would carry her over the lake she became much excited, and could hardly wait for the ice to disappear.",excitement
The air was rent with jubilant shouts as the natives emerged from their hiding-places in the grass and ran towards the prostrate beast.,excitement
He saw only that there was a Lot of Work done and his soul was filled with rapture as he reflected that the man who had accomplished all this was paid only fivepence an hour.,excitement
"See what _I_ have made,"" comes with a ring of triumph as the childish hands gleefully hold up the finished article for inspection.",excitement
There was gladness and exultation now that Louis Napoleon had accomplished a coup d'état and established a throne upon the ruins of the republic.,excitement
A thrill sweeps over the doctor; can it be possible they have shut him in here with some great fierce animal that will tear him limb from limb?,excitement
"He looked at her, white and extended there; he felt and exulted in his strength.",excitement
"It seemed to heave my throbbing breast, That heavenly storm with torrent blended: With wavering step, yet hopeful quest, Into the church my way I wended.",excitement
"exclaimed the young man, looking quite amused and pleased-- barbarian that he was!-- at the prospect of seeing a poor defenceless creature torn to pieces before him.",excitement
"exclaimed Wallace to himself, ready to rush forward and throw himself at his feet, or into his arms.",excitement
"They passed on rapidly along and across the sunlit valley, exulting in a sense of freedom in getting out of the dark and gloomy mountains into an open country where they could see all about them.",excitement
"Delighted to get ashore again, pleased with the fine axes as children with new toys, they laid about them in grand style, the young trees falling right and left in scores.",excitement
At a quarter to two I was ringing the bell at 200 Carlton House Terrace--Lady Merrenden's house--with a strange feeling of excitement and interest.,excitement
At this moment the world having reached what seems the apex of human achievement is topsy-turvy and all agog.,excitement
"I will show thee all; I will name thee all.” To all this the boy makes eager response: “See, here I am.",excitement
The fellow's professional zeal was stirred: 'Greatest triumph of my career; got a man his divorce through a visit to his own wife's bedroom!,excitement
"Thicker grows that shrouding smoke-cloud, heavier the thunder, but louder, clearer, and nearer the crash of musketry, the chorus of exultant yells.",excitement
An eager and excited group of us withdrew to consider the matter.,excitement
"He went up to her with clenched fists, beside himself with passion.",excitement
"Thrilling with gladness, and flushing with the sudden recollection of her bare throat and feet, she slipped away to her room to creep into bed and lie wide-eyed and thinking.",excitement
He was wild with delight to know that you were alive and was about to start to rescue you.,excitement
"Brer Coyote is gwine to come up here hot foot with his tongue hanging out fo' that dinner he's sho' is waiting fo' him here.""",excitement
A tingling fire seemed to run through all her veins and her pulses beat.,excitement
"To us it seems to open up a boundless vista of opulence, and there is no end to our speculations, and to the general excitement in our shanty.",excitement
"Intensely he gazed, bending closer, strong and thrilling now, with the zest of earlier experience sharp in his expression.",excitement
"The woman had arrived in high elation and triumph, feeling that her “family” had found it impossible to go on any longer without her, and full of the best intentions, this preliminary being fully acknowledged.",excitement
"And now again 'tis black,--and now the glee Of the loud hills shakes with its mountain mirth, As if they did rejoice o'er a young; earthquake's birth,",excitement
"On hearing this noble counsel we were naturally greatly rejoiced, and now preparations for war on a large scale were put in hand.",excitement
"Only two or three steps more, and I’m dying to see what is to be seen.",excitement
"And he will come back--I know it, I feel it,"" she added wildly.",excitement
"Now she was fairly beside herself, and called out, again and again, ""You have got it now!",excitement
"I’ll leave!’ she exclaimed, pullin’ her shawl around her shoulders and beginnin’ to bustle out of her seat.",excitement
"We are all now on the _qui vive_ for Monterey, and expect to have the most enthusiastic meeting that Pacific Grove has yet seen.",excitement
"Then, blown from out the upper sky, Keen, fitful gusts of icy air, So light, so tenuous and rare, The heart leaps strangely swift thereby.",excitement
Santa Claus is coming--we shall welcome him with glee; He'll hang a gift for every one upon the Christmas-tree; He'll not forget a single child.,excitement
"only think of it, not even time to wink; it makes one giddy.",excitement
The heart of Jean Baptiste rose to greet the rising sun; his soul exulted in the glorious view; and his strong voice broke into song as he descended the long slope that led to the historic Beauport Road.,excitement
"After they realised the possibilities of State-organised scientific burglary in Belgium they were beside themselves in joyful anticipation of what Paris, London, and a score of other cities would yield.",excitement
"I shall look for it with impatience, and feel sure of its success.",excitement
"Then the exceedingly energetic Rāma, well pleased, paying everence unto the mighty ascetic, Viçwāmitra, prepared to set out.",excitement
"The freshman, quite cockahoop at the victory gained over Ap Tydvill and O'Mackerry, ventured to ask the Welshman ""how it happened that a leek became the national emblem of Wales?""",excitement
"The provost, joyous at the chance of speaking to the king, used such diligence that he was in town just at that time when the two lovers were singing the first note of their evening hymn.",excitement
"His words filled us with a tremulous joy; we urged on our animals, and the sun had not set when we planted our tent within a hundred paces of the waters of the great Lake.",excitement
Then his Majesty came down the river; his heart swelled with his brave and victorious deeds; he had conquered the people of the South and of the North.”,excitement
"Our rusty sword with rest shall first his edge employ, To poll their tops that seek such change, and gape for joy.",excitement
"You feel a glorious anticipation that you have not known since childhood when, after three hundred and sixty-four days of waiting, it was truly going to be Christmas.",excitement
Dehn told how she sprang to her feet overjoyed and ran like a schoolgirl down the stairs and through the long corridors to meet her husband.,excitement
"How I love you, pansies, Jaunty-faced, laughing-lipped and dewy-eyed with glee; Would my song might blossom out in little five-leaved stanzas As delicate in fancies, As your beauty is to me.",excitement
"Now, I am on this man's track, and I fancy I shall be able to find him in a day or two and put an end to all this.",excitement
"cried Marie, with the eager playfulness of a school-girl, ""let's give him a surprise.",excitement
"I sprang to the fence-post and discovered the round hole, and with an ecstatic catch of the breath I put one finger in.",excitement
The girl's heart rose within her in a great throb of hope.,excitement
"continued the excited old man, as though he were bossing a capstan crew starting one of the _Susan Gatskill's_ anchors.",excitement
Every heart bounded in response to the vehement call of the cannon.,excitement
Susan screamed and I got in a sudden panic for fear I might be caught in Fred’s room.,fear
"I am afraid you will be killed, and my mother, and John, and your father, and all of us hunted down!'",fear
"Sir Porker screeched, as if he felt the knife, Or heard ten butchers plotting 'gainst his life.",fear
"cried Stagman; ""what I foretold has come to pass, and now I fear a worse thing will yet befall us.""",fear
"Bartley screamed like a hunted hare, for he supposed that his hour was come.",fear
"cried the little Princess, wringing her hands in great fear; ""the Mifkets have attacked my dear parents, I am sure, and they will both be killed!""",fear
"Metaneira, terribly frightened, cried out, ""Oh, my child, the stranger is burning thee!""",fear
he has you down on the bed; he draws the knife; you struggle and scream.,fear
"Yammanato screamed, seeming to beat the butt of his gun against the door.",fear
"Josephine crouched behind Rose, and gasped out, “Something terrible is coming, terrible!",fear
"I'm all in a tremor, lest those men with keys should come and lock me up.",fear
"I am afraid that you hate me, and want to hurt me.",fear
"cried he; ""with the night coming down and the Cossacks in the woods!",fear
"I trembled lest lightning should fall from heaven, and strike them dead.",fear
"I _am_ afraid, not only of breaking you in two, but killing you.",fear
"We fled to escape death, because the Germans are going to burn down everything and shoot everybody.",fear
"This he shook frantically up toward the roof, screaming, _""Your house is afire!",fear
"he begged, alarmed, yet still looking as if he would seize her again.",fear
"cried Miss Dimpleton, running back, pale and trembling; ""here are a commissary of police and the guard!""",fear
"A moment hears she shriek on shriek From hearts that death appals, As, seized by whirling gulfs, the crews Are drawn into the falls!",fear
"I feel that there is a chill hand upon me: surely it must be the hand of death!""",fear
"Cries of terror rise from the villages, 'The Burgundians are upon us!'",fear
